-6.286137628692688, 4.552600026624127
-6.275935623760456, 4.525510201779303
-6.2631686773900235, 4.509727057560011
-6.25040714609652, 4.487164237026941
-6.23508969849303, 4.464608636596442
-6.219777665966468, 4.435273359852167
-6.20445480328605, 4.419497435735446
-6.191686051889976, 4.405974183620745
-6.17764114736455, 4.390194649452738
-6.158491630321724, 4.365389987071503
-6.138060545072619, 4.345108718950738
-5.84153815260138, 4.3911440929407695
-5.82618640951068, 4.4115264424975225
-5.805724638825651, 4.429663340154825
-5.790371090709308, 4.452305581816171
-5.780132985264222, 4.470413599063191
-5.762219910786608, 4.497582845036291
-5.748146125850901, 4.51796158454176
-5.739185978560808, 4.536065991737495
