 Sonnet Data File
 From: em Version : 14.52
 From Project: matlab_proj
 Data is De-embedded 
 Data File Written: 11/15/2018 14:45:37
Project Date: 11/15/2018 14:45:8
R 50.00000
Frequency (GHz),RE[S11],IM[S11],RE[S12],IM[S12],RE[S21],IM[S21],RE[S22],IM[S22]
7.050000000000001,2.2980352082e-4,0.0124365325432,0.9997519615299,-0.018474135354,0.9997519615299,-0.018474135354,2.2981232316e-4,0.0124365323806
7.075000000000000,2.3143584548e-4,0.0124806083321,0.9997501996266,-0.018539622063,0.9997501996266,-0.018539622063,2.3144471014e-4,0.0124806081678
7.100000000000001,2.3307394452e-4,0.0125246838774,0.9997484314914,-0.018605108515,0.9997484314914,-0.018605108515,2.3308287171e-4,0.0125246837113
7.125000000000000,2.3471781788e-4,0.0125687591786,0.9997466571244,-0.018670594709,0.9997466571244,-0.018670594709,2.3472680783e-4,0.0125687590107
7.150000000000000,2.3636746554e-4,0.0126128342350,0.9997448765255,-0.018736080643,0.9997448765255,-0.018736080643,2.3637651846e-4,0.0126128340654
7.175000000000001,2.3802288747e-4,0.0126569090462,0.9997430896948,-0.018801566318,0.9997430896948,-0.018801566318,2.3803200358e-4,0.0126569088748
7.200000000000000,2.3968408363e-4,0.0127009836114,0.9997412966324,-0.018867051733,0.9997412966324,-0.018867051733,2.3969326315e-4,0.0127009834382
7.225000000000001,2.4135105398e-4,0.0127450579303,0.9997394973383,-0.018932536886,0.9997394973383,-0.018932536886,2.4136029713e-4,0.0127450577553
7.250000000000001,2.4302379849e-4,0.0127891320021,0.9997376918126,-0.018998021777,0.9997376918126,-0.018998021777,2.4303310549e-4,0.0127891318253
7.275000000000000,2.4470231713e-4,0.0128332058264,0.9997358800552,-0.019063506405,0.9997358800552,-0.019063506405,2.4471168819e-4,0.0128332056478
7.300000000000001,2.4638660986e-4,0.0128772794026,0.9997340620664,-0.019128990769,0.9997340620664,-0.019128990769,2.4639604520e-4,0.0128772792221
